Hour,Timestamp,DTE Res kWh,DTE Com kWh
50,2019-01-03 01:00:00,1488503.26,2234082.28
51,2019-01-03 02:00:00,1435358.12,2230451.4899999998
52,2019-01-03 03:00:00,1412436.22,2243249.94
53,2019-01-03 04:00:00,1426547.21,2287528.28
54,2019-01-03 05:00:00,1496807.6199999999,2355478.68
55,2019-01-03 06:00:00,1599241.3699999999,2413449.32
56,2019-01-03 07:00:00,1650950.82,2489561.98
57,2019-01-03 08:00:00,1635298.03,2503943.05
58,2019-01-03 09:00:00,1633543.84,2563082.29
59,2019-01-03 10:00:00,1638243.12,2599631.7199999997
60,2019-01-03 11:00:00,1640438.9400000002,2545133.5900000003
61,2019-01-03 12:00:00,1611868.3,2521223.26
62,2019-01-03 13:00:00,1567889.41,2524764.71
63,2019-01-03 14:00:00,1549021.3900000001,2511074.5
64,2019-01-03 15:00:00,1578105.9,2451394.18
65,2019-01-03 16:00:00,1711053.96,2415182.54
66,2019-01-03 17:00:00,2028886.49,2397789.0
67,2019-01-03 18:00:00,2216902.08,2400856.9400000004
68,2019-01-03 19:00:00,2234887.89,2448394.13
69,2019-01-03 20:00:00,2204836.09,2419896.25
70,2019-01-03 21:00:00,2112331.11,2376013.29
71,2019-01-03 22:00:00,1940625.3199999998,2304337.56
72,2019-01-03 23:00:00,1735682.14,2276166.88
73,2019-01-04 00:00:00,1575626.65,2213336.51
74,2019-01-04 01:00:00,1475236.1900000002,2218916.89
75,2019-01-04 02:00:00,1416901.62,2206474.52
76,2019-01-04 03:00:00,1393993.7699999998,2205727.6700000004
77,2019-01-04 04:00:00,1410549.75,2231372.01
78,2019-01-04 05:00:00,1480275.47,2295562.12
79,2019-01-04 06:00:00,1584497.55,2443148.52
80,2019-01-04 07:00:00,1643593.72,2551945.21
81,2019-01-04 08:00:00,1614436.74,2589927.2199999997
82,2019-01-04 09:00:00,1559594.3,2635861.45
83,2019-01-04 10:00:00,1519722.8499999999,2652475.42
84,2019-01-04 11:00:00,1495065.23,2564869.35
85,2019-01-04 12:00:00,1467085.6300000001,2536393.17
86,2019-01-04 13:00:00,1434119.7599999998,2511857.44
87,2019-01-04 14:00:00,1414455.9500000002,2488137.6
88,2019-01-04 15:00:00,1431738.4300000002,2443704.83
89,2019-01-04 16:00:00,1547512.89,2397994.7600000002
90,2019-01-04 17:00:00,1828907.01,2406953.22
91,2019-01-04 18:00:00,1997719.62,2403353.2
92,2019-01-04 19:00:00,2022959.3800000001,2447373.61
93,2019-01-04 20:00:00,2008448.47,2417303.4899999998
94,2019-01-04 21:00:00,1956488.49,2354835.07
95,2019-01-04 22:00:00,1848279.95,2287742.72
96,2019-01-04 23:00:00,1695922.58,2213461.3
97,2019-01-05 00:00:00,1554794.02,2154292.47
98,2019-01-05 01:00:00,1455098.0999999999,2137459.1
99,2019-01-05 02:00:00,1394509.08,2118882.4
100,2019-01-05 03:00:00,1363869.5599999998,2101187.7399999998
101,2019-01-05 04:00:00,1358952.76,2116938.44
102,2019-01-05 05:00:00,1385231.02,2169702.75
103,2019-01-05 06:00:00,1446024.47,2234105.02
104,2019-01-05 07:00:00,1536826.87,2268188.7
105,2019-01-05 08:00:00,1625998.01,2255448.82
106,2019-01-05 09:00:00,1668709.77,2266494.29
107,2019-01-05 10:00:00,1680618.2599999998,2248429.8200000003
108,2019-01-05 11:00:00,1674715.7599999998,2202299.96
109,2019-01-05 12:00:00,1655868.73,2157949.6599999997
110,2019-01-05 13:00:00,1620415.72,2154476.96
111,2019-01-05 14:00:00,1587955.41,2172336.9299999997
112,2019-01-05 15:00:00,1583319.88,2160011.48
113,2019-01-05 16:00:00,1653265.1400000001,2168451.62
114,2019-01-05 17:00:00,1885503.8,2225265.06
115,2019-01-05 18:00:00,2020131.4000000001,2244121.82
116,2019-01-05 19:00:00,2010791.9900000002,2220770.1300000004
117,2019-01-05 20:00:00,1978411.16,2200503.72
118,2019-01-05 21:00:00,1916679.0299999998,2144346.35
119,2019-01-05 22:00:00,1815838.66,2076839.29
120,2019-01-05 23:00:00,1666568.21,2030570.04
121,2019-01-06 00:00:00,1515580.7099999997,2019026.46
122,2019-01-06 01:00:00,1409305.42,2030447.97
123,2019-01-06 02:00:00,1341881.9000000001,2002271.7400000002
124,2019-01-06 03:00:00,1302704.27,1987526.02
125,2019-01-06 04:00:00,1293286.5899999999,1983493.83
126,2019-01-06 05:00:00,1316439.9100000001,2043317.7800000003
127,2019-01-06 06:00:00,1373571.3399999999,2077243.97
128,2019-01-06 07:00:00,1465689.35,2100985.31
129,2019-01-06 08:00:00,1573094.28,2097827.93
130,2019-01-06 09:00:00,1631789.77,2110206.67
131,2019-01-06 10:00:00,1661052.72,2112739.4499999997
132,2019-01-06 11:00:00,1682567.88,2108339.51
133,2019-01-06 12:00:00,1698560.5199999998,2090497.37
134,2019-01-06 13:00:00,1716397.7900000003,2097990.6100000003
135,2019-01-06 14:00:00,1712278.64,2083463.08
136,2019-01-06 15:00:00,1740020.18,2086108.1700000002
137,2019-01-06 16:00:00,1873987.0399999998,2090888.44
138,2019-01-06 17:00:00,2144552.26,2156563.4699999997
139,2019-01-06 18:00:00,2262924.92,2177247.34
140,2019-01-06 19:00:00,2247724.06,2152050.16
141,2019-01-06 20:00:00,2193248.44,2119097.04
142,2019-01-06 21:00:00,2060009.28,2103576.52
143,2019-01-06 22:00:00,1861190.5,2099117.9299999997
144,2019-01-06 23:00:00,1656232.81,2123867.56
145,2019-01-07 00:00:00,1504333.0499999998,2114727.1999999997
146,2019-01-07 01:00:00,1413770.14,2102360.41
147,2019-01-07 02:00:00,1367579.1400000001,2108558.93
148,2019-01-07 03:00:00,1353851.5499999998,2112107.81
149,2019-01-07 04:00:00,1384158.77,2187021.43
150,2019-01-07 05:00:00,1486795.83,2308376.86
151,2019-01-07 06:00:00,1652856.85,2480035.76
152,2019-01-07 07:00:00,1705438.62,2619378.44
153,2019-01-07 08:00:00,1639578.4300000002,2672877.11
154,2019-01-07 09:00:00,1593204.6,2684576.0900000003
155,2019-01-07 10:00:00,1595743.82,2707442.11
156,2019-01-07 11:00:00,1595210.8800000001,2654907.0700000003
157,2019-01-07 12:00:00,1598575.7399999998,2657893.3200000003
158,2019-01-07 13:00:00,1598371.78,2628658.7800000003
159,2019-01-07 14:00:00,1617471.18,2592780.6100000003
160,2019-01-07 15:00:00,1702701.75,2537200.36
161,2019-01-07 16:00:00,1879981.7999999998,2532438.18
162,2019-01-07 17:00:00,2096197.2899999998,2544785.0
163,2019-01-07 18:00:00,2186034.15,2503948.18
164,2019-01-07 19:00:00,2158924.69,2542916.59
165,2019-01-07 20:00:00,2074844.6500000001,2507219.1
166,2019-01-07 21:00:00,1927671.7699999998,2437256.31
167,2019-01-07 22:00:00,1723859.4200000002,2384030.45
168,2019-01-07 23:00:00,1515552.2599999998,2310684.53
169,2019-01-08 00:00:00,1354035.33,2252816.13
170,2019-01-08 01:00:00,1260921.2,2246724.35
171,2019-01-08 02:00:00,1215017.96,2242442.35
172,2019-01-08 03:00:00,1201158.6500000001,2258885.24
173,2019-01-08 04:00:00,1225721.61,2283905.84
174,2019-01-08 05:00:00,1323125.48,2333190.9899999998
175,2019-01-08 06:00:00,1482942.68,2465475.91
176,2019-01-08 07:00:00,1527825.51,2605322.81
177,2019-01-08 08:00:00,1455182.04,2636776.6700000004
178,2019-01-08 09:00:00,1397404.57,2644552.5100000002
179,2019-01-08 10:00:00,1365116.78,2643908.42
180,2019-01-08 11:00:00,1356937.42,2573986.89
181,2019-01-08 12:00:00,1360036.34,2568429.44
182,2019-01-08 13:00:00,1369451.96,2573702.11
183,2019-01-08 14:00:00,1382519.4,2531599.11
184,2019-01-08 15:00:00,1463632.46,2491703.2600000002
185,2019-01-08 16:00:00,1656874.2099999997,2471668.93
186,2019-01-08 17:00:00,1913314.96,2507306.2600000002
187,2019-01-08 18:00:00,2075330.05,2509809.83
188,2019-01-08 19:00:00,2096423.2,2533229.58
189,2019-01-08 20:00:00,2066396.11,2519737.81
190,2019-01-08 21:00:00,1969986.69,2488629.3299999996
191,2019-01-08 22:00:00,1793108.7300000002,2429044.77
192,2019-01-08 23:00:00,1599528.0,2322976.98
193,2019-01-09 00:00:00,1460189.9400000002,2266597.07
194,2019-01-09 01:00:00,1380664.07,2245118.43
195,2019-01-09 02:00:00,1343254.3299999998,2242734.0300000003
196,2019-01-09 03:00:00,1337524.8,2248629.4899999998
197,2019-01-09 04:00:00,1374038.1199999999,2297186.58
198,2019-01-09 05:00:00,1479602.99,2391042.64
199,2019-01-09 06:00:00,1652043.5899999999,2523450.5700000003
200,2019-01-09 07:00:00,1711666.45,2671927.7
201,2019-01-09 08:00:00,1650947.46,2709129.54
202,2019-01-09 09:00:00,1624513.53,2742924.1
203,2019-01-09 10:00:00,1623841.99,2778592.91
204,2019-01-09 11:00:00,1628256.23,2689656.34
205,2019-01-09 12:00:00,1624547.34,2692186.46
206,2019-01-09 13:00:00,1642802.49,2710033.79
207,2019-01-09 14:00:00,1672726.75,2693327.32
208,2019-01-09 15:00:00,1752467.87,2660624.7399999998
209,2019-01-09 16:00:00,1921618.81,2611120.54
210,2019-01-09 17:00:00,2177653.53,2589385.53
211,2019-01-09 18:00:00,2314787.38,2572406.06
212,2019-01-09 19:00:00,2326680.89,2587974.85
213,2019-01-09 20:00:00,2290238.36,2545263.7
214,2019-01-09 21:00:00,2178521.13,2500033.96
215,2019-01-09 22:00:00,1983203.75,2426075.32
216,2019-01-09 23:00:00,1781362.77,2379797.7800000003
217,2019-01-10 00:00:00,1638056.78,2324575.3800000004
218,2019-01-10 01:00:00,1555885.74,2311610.54
219,2019-01-10 02:00:00,1512629.7999999998,2313858.9699999997
220,2019-01-10 03:00:00,1498235.4000000001,2311318.37
221,2019-01-10 04:00:00,1521680.5099999998,2359942.45
222,2019-01-10 05:00:00,1612622.88,2425268.57
223,2019-01-10 06:00:00,1769425.7100000002,2543200.58
224,2019-01-10 07:00:00,1816701.25,2648615.94
225,2019-01-10 08:00:00,1740012.38,2695460.32
226,2019-01-10 09:00:00,1694795.32,2742855.54
227,2019-01-10 10:00:00,1678345.16,2744862.92
228,2019-01-10 11:00:00,1672822.86,2677850.2199999997
229,2019-01-10 12:00:00,1667777.7,2672512.0300000003
230,2019-01-10 13:00:00,1646645.6300000001,2674026.4899999998
231,2019-01-10 14:00:00,1625327.9400000002,2651913.02
232,2019-01-10 15:00:00,1671048.8800000001,2596713.0700000003
233,2019-01-10 16:00:00,1822953.21,2517355.1300000004
234,2019-01-10 17:00:00,2083957.27,2502372.47
235,2019-01-10 18:00:00,2272185.32,2511226.88
236,2019-01-10 19:00:00,2296563.59,2589356.0900000003
237,2019-01-10 20:00:00,2264305.9,2565528.63
238,2019-01-10 21:00:00,2164117.58,2518036.78
239,2019-01-10 22:00:00,1976730.84,2450524.9
240,2019-01-10 23:00:00,1778604.2799999998,2406035.3200000003
241,2019-01-11 00:00:00,1640239.4100000001,2332309.0100000002
242,2019-01-11 01:00:00,1560742.8800000001,2311360.42
243,2019-01-11 02:00:00,1517948.0,2310216.69
244,2019-01-11 03:00:00,1506260.83,2303884.23
245,2019-01-11 04:00:00,1531758.96,2359857.57
246,2019-01-11 05:00:00,1623753.8299999998,2425890.57
247,2019-01-11 06:00:00,1778546.62,2546329.77
248,2019-01-11 07:00:00,1834564.3,2679704.58
249,2019-01-11 08:00:00,1753482.8,2687390.54
250,2019-01-11 09:00:00,1698024.65,2742456.5500000003
251,2019-01-11 10:00:00,1653350.96,2745593.15
252,2019-01-11 11:00:00,1638219.9200000002,2669949.14
253,2019-01-11 12:00:00,1607437.22,2646949.49
254,2019-01-11 13:00:00,1572770.01,2646209.49
255,2019-01-11 14:00:00,1578745.5799999998,2632069.32
256,2019-01-11 15:00:00,1643462.2200000002,2577274.0500000003
257,2019-01-11 16:00:00,1801531.9100000001,2528431.89
258,2019-01-11 17:00:00,2037588.0,2526522.21
259,2019-01-11 18:00:00,2144827.64,2501099.72
260,2019-01-11 19:00:00,2142069.05,2542301.16
261,2019-01-11 20:00:00,2105761.64,2511428.36
262,2019-01-11 21:00:00,2030851.91,2450464.22
263,2019-01-11 22:00:00,1907353.81,2359632.63
264,2019-01-11 23:00:00,1750854.61,2281858.98
265,2019-01-12 00:00:00,1610510.38,2216126.36
266,2019-01-12 01:00:00,1515339.67,2198263.7800000003
267,2019-01-12 02:00:00,1458313.35,2174900.39
268,2019-01-12 03:00:00,1424762.3099999998,2192806.09
269,2019-01-12 04:00:00,1415717.81,2226754.29
270,2019-01-12 05:00:00,1439214.0799999998,2251821.8800000004
271,2019-01-12 06:00:00,1500537.91,2285492.9
272,2019-01-12 07:00:00,1600531.37,2334891.58
273,2019-01-12 08:00:00,1718375.5699999998,2331073.35
274,2019-01-12 09:00:00,1807694.59,2345090.7199999997
275,2019-01-12 10:00:00,1866594.6400000001,2355278.0300000003
276,2019-01-12 11:00:00,1905935.15,2371083.4299999997
277,2019-01-12 12:00:00,1923913.2899999998,2378623.85
278,2019-01-12 13:00:00,1919201.0999999999,2381019.73
279,2019-01-12 14:00:00,1927319.25,2357780.05
280,2019-01-12 15:00:00,1951733.0199999998,2328812.5500000003
281,2019-01-12 16:00:00,2014591.34,2326325.21
282,2019-01-12 17:00:00,2158287.85,2354948.88
283,2019-01-12 18:00:00,2224903.6999999997,2326205.98
284,2019-01-12 19:00:00,2197673.78,2329789.64
285,2019-01-12 20:00:00,2153139.39,2305759.86
286,2019-01-12 21:00:00,2075465.53,2274003.71
287,2019-01-12 22:00:00,1957820.71,2202967.28
288,2019-01-12 23:00:00,1806499.22,2170398.77
289,2019-01-13 00:00:00,1665567.45,2132457.98
290,2019-01-13 01:00:00,1568647.34,2128028.37
291,2019-01-13 02:00:00,1507498.78,2110806.86
292,2019-01-13 03:00:00,1471686.84,2109116.15
293,2019-01-13 04:00:00,1462894.13,2129239.7
294,2019-01-13 05:00:00,1486027.73,2167917.77
295,2019-01-13 06:00:00,1547291.08,2221580.08
296,2019-01-13 07:00:00,1653185.17,2234892.55
297,2019-01-13 08:00:00,1781837.72,2223719.9899999998
298,2019-01-13 09:00:00,1870525.88,2201272.02
299,2019-01-13 10:00:00,1889868.44,2236410.17
300,2019-01-13 11:00:00,1882575.73,2239218.17
301,2019-01-13 12:00:00,1886338.08,2212941.8299999996
302,2019-01-13 13:00:00,1885608.6099999999,2203135.6999999997
303,2019-01-13 14:00:00,1879009.81,2197744.52
304,2019-01-13 15:00:00,1897075.96,2191912.9400000004
305,2019-01-13 16:00:00,1990480.73,2168633.7800000003
306,2019-01-13 17:00:00,2223621.75,2218877.16
307,2019-01-13 18:00:00,2380739.9099999997,2240532.49
308,2019-01-13 19:00:00,2373014.5700000003,2286093.6300000004
309,2019-01-13 20:00:00,2321233.15,2272884.9000000004
310,2019-01-13 21:00:00,2182094.75,2242549.24
311,2019-01-13 22:00:00,1979317.21,2218190.68
312,2019-01-13 23:00:00,1774055.53,2234592.3
313,2019-01-14 00:00:00,1630495.4499999997,2206745.1300000004
314,2019-01-14 01:00:00,1553422.37,2238285.84
315,2019-01-14 02:00:00,1517066.0,2227246.4299999997
316,2019-01-14 03:00:00,1510701.8399999999,2232567.83
317,2019-01-14 04:00:00,1545754.21,2259479.25
318,2019-01-14 05:00:00,1647222.84,2356312.3000000003
319,2019-01-14 06:00:00,1814676.02,2531918.19
320,2019-01-14 07:00:00,1870441.05,2639623.5
321,2019-01-14 08:00:00,1772185.41,2677223.48
322,2019-01-14 09:00:00,1681669.67,2704785.74
323,2019-01-14 10:00:00,1627748.62,2741413.44
324,2019-01-14 11:00:00,1593665.3499999999,2676075.3800000004
325,2019-01-14 12:00:00,1561142.0999999999,2658998.4899999998
326,2019-01-14 13:00:00,1522243.85,2677725.27
327,2019-01-14 14:00:00,1499766.21,2665622.47
328,2019-01-14 15:00:00,1538187.4100000001,2620429.06
329,2019-01-14 16:00:00,1690345.59,2586955.44
330,2019-01-14 17:00:00,1996689.02,2555014.88
331,2019-01-14 18:00:00,2217599.15,2538435.87
332,2019-01-14 19:00:00,2246334.9499999997,2577210.47
333,2019-01-14 20:00:00,2207249.5,2547355.52
334,2019-01-14 21:00:00,2087432.79,2488230.9099999997
335,2019-01-14 22:00:00,1886823.8900000001,2406729.91
336,2019-01-14 23:00:00,1679369.2,2355512.56
337,2019-01-15 00:00:00,1536165.3699999999,2304864.68
338,2019-01-15 01:00:00,1454482.9100000001,2263180.29
339,2019-01-15 02:00:00,1409323.08,2234527.27
340,2019-01-15 03:00:00,1395293.43,2229320.93
341,2019-01-15 04:00:00,1420166.8599999999,2267582.14
342,2019-01-15 05:00:00,1513754.43,2358083.43
343,2019-01-15 06:00:00,1673648.74,2484769.91
344,2019-01-15 07:00:00,1719946.1099999999,2606787.78
345,2019-01-15 08:00:00,1653591.33,2644175.41
346,2019-01-15 09:00:00,1620696.4100000001,2691948.33
347,2019-01-15 10:00:00,1622480.22,2722405.81
348,2019-01-15 11:00:00,1638570.23,2635627.42
349,2019-01-15 12:00:00,1656026.13,2642552.03
350,2019-01-15 13:00:00,1658168.19,2637404.76
351,2019-01-15 14:00:00,1671953.95,2625244.67
352,2019-01-15 15:00:00,1741306.32,2585139.2600000002
353,2019-01-15 16:00:00,1899532.2300000002,2524180.78
354,2019-01-15 17:00:00,2131124.98,2549475.08
355,2019-01-15 18:00:00,2265750.98,2526007.82
356,2019-01-15 19:00:00,2282515.5100000002,2603225.28
357,2019-01-15 20:00:00,2242489.4,2592911.58
358,2019-01-15 21:00:00,2125747.1100000003,2541259.0500000003
359,2019-01-15 22:00:00,1926331.2300000002,2447807.34
360,2019-01-15 23:00:00,1723177.03,2351952.68
361,2019-01-16 00:00:00,1581618.84,2289128.45
362,2019-01-16 01:00:00,1494072.15,2271588.13
363,2019-01-16 02:00:00,1443262.6199999999,2246187.37
364,2019-01-16 03:00:00,1421355.0499999998,2256911.96
365,2019-01-16 04:00:00,1439839.71,2287381.28
366,2019-01-16 05:00:00,1523174.55,2370902.04
367,2019-01-16 06:00:00,1660862.78,2512632.04
368,2019-01-16 07:00:00,1705127.18,2637202.47
369,2019-01-16 08:00:00,1651763.61,2706791.19
370,2019-01-16 09:00:00,1618226.22,2736197.02
371,2019-01-16 10:00:00,1615945.4900000002,2757352.14
372,2019-01-16 11:00:00,1619074.18,2675243.8
373,2019-01-16 12:00:00,1605946.6400000001,2650260.64
374,2019-01-16 13:00:00,1570070.1400000001,2636617.05
375,2019-01-16 14:00:00,1561545.78,2630607.65
376,2019-01-16 15:00:00,1609023.87,2566564.83
377,2019-01-16 16:00:00,1762335.31,2531333.36
378,2019-01-16 17:00:00,2031860.97,2530060.97
379,2019-01-16 18:00:00,2222853.31,2519819.03
380,2019-01-16 19:00:00,2250691.11,2584652.72
381,2019-01-16 20:00:00,2225960.2199999997,2547600.73
382,2019-01-16 21:00:00,2129798.91,2515335.01
383,2019-01-16 22:00:00,1948508.68,2431753.39
384,2019-01-16 23:00:00,1759038.5299999998,2379036.88
385,2019-01-17 00:00:00,1628837.58,2333908.83
386,2019-01-17 01:00:00,1553803.74,2285935.56
387,2019-01-17 02:00:00,1510349.49,2266979.29
388,2019-01-17 03:00:00,1498412.2899999998,2252082.74
389,2019-01-17 04:00:00,1521033.73,2268892.44
390,2019-01-17 05:00:00,1609124.9400000002,2348642.19
391,2019-01-17 06:00:00,1761998.27,2479708.36
392,2019-01-17 07:00:00,1803184.61,2616753.7
393,2019-01-17 08:00:00,1719257.84,2677223.13
394,2019-01-17 09:00:00,1668764.53,2700979.62
395,2019-01-17 10:00:00,1648264.86,2698979.58
396,2019-01-17 11:00:00,1639180.82,2660303.5900000003
397,2019-01-17 12:00:00,1631790.77,2687457.48
398,2019-01-17 13:00:00,1621082.2600000002,2706671.93
399,2019-01-17 14:00:00,1625517.5,2682360.03
400,2019-01-17 15:00:00,1668256.8,2620519.67
401,2019-01-17 16:00:00,1820104.1700000002,2547727.67
402,2019-01-17 17:00:00,2064204.96,2562542.17
403,2019-01-17 18:00:00,2193458.95,2544955.32
404,2019-01-17 19:00:00,2200505.71,2610691.36
405,2019-01-17 20:00:00,2154025.5900000003,2589440.4699999997
406,2019-01-17 21:00:00,2042987.34,2549435.62
407,2019-01-17 22:00:00,1853497.71,2433050.96
408,2019-01-17 23:00:00,1655706.0,2355844.87
409,2019-01-18 00:00:00,1515815.16,2307158.9
410,2019-01-18 01:00:00,1433953.4,2271888.06
411,2019-01-18 02:00:00,1388852.7,2283573.53
412,2019-01-18 03:00:00,1372542.87,2283333.6
413,2019-01-18 04:00:00,1396007.52,2310261.22
414,2019-01-18 05:00:00,1482442.12,2374060.84
415,2019-01-18 06:00:00,1632226.46,2481209.8
416,2019-01-18 07:00:00,1686876.29,2616937.71
417,2019-01-18 08:00:00,1632927.33,2695493.69
418,2019-01-18 09:00:00,1607985.38,2708220.19
419,2019-01-18 10:00:00,1616246.94,2730524.1
420,2019-01-18 11:00:00,1623928.5799999998,2686566.35
421,2019-01-18 12:00:00,1630837.2900000003,2695765.58
422,2019-01-18 13:00:00,1637244.6500000001,2716249.43
423,2019-01-18 14:00:00,1647031.82,2636160.19
424,2019-01-18 15:00:00,1678177.4699999997,2561403.11
425,2019-01-18 16:00:00,1778355.0199999998,2500774.91
426,2019-01-18 17:00:00,1976394.84,2468520.87
427,2019-01-18 18:00:00,2113115.5900000003,2472885.84
428,2019-01-18 19:00:00,2113458.35,2520483.42
429,2019-01-18 20:00:00,2083320.9,2512084.65
430,2019-01-18 21:00:00,2016446.2999999998,2481738.09
431,2019-01-18 22:00:00,1900443.16,2421169.1999999997
432,2019-01-18 23:00:00,1754058.45,2342213.58
433,2019-01-19 00:00:00,1623830.0199999998,2250737.55
434,2019-01-19 01:00:00,1540053.5299999998,2223906.35
435,2019-01-19 02:00:00,1494429.59,2208011.96
436,2019-01-19 03:00:00,1467980.39,2216715.92
437,2019-01-19 04:00:00,1462841.6099999999,2255433.42
438,2019-01-19 05:00:00,1493650.0,2268360.6399999997
439,2019-01-19 06:00:00,1564047.9600000002,2284485.62
440,2019-01-19 07:00:00,1670670.7800000003,2349970.52
441,2019-01-19 08:00:00,1801335.2300000002,2364398.9899999998
442,2019-01-19 09:00:00,1913215.15,2389162.73
443,2019-01-19 10:00:00,1984308.0399999998,2386963.7399999998
444,2019-01-19 11:00:00,2035480.33,2379980.54
445,2019-01-19 12:00:00,2063266.8699999999,2329285.13
446,2019-01-19 13:00:00,2064279.6600000001,2330791.0
447,2019-01-19 14:00:00,2074262.66,2333725.13
448,2019-01-19 15:00:00,2091046.31,2333307.54
449,2019-01-19 16:00:00,2145263.57,2318859.7600000002
450,2019-01-19 17:00:00,2300577.22,2304819.91
451,2019-01-19 18:00:00,2415876.09,2337125.5100000002
452,2019-01-19 19:00:00,2384682.4699999997,2342012.74
453,2019-01-19 20:00:00,2323193.46,2319399.14
454,2019-01-19 21:00:00,2229002.35,2262537.78
455,2019-01-19 22:00:00,2096450.84,2207502.54
456,2019-01-19 23:00:00,1939424.48,2162748.0
457,2019-01-20 00:00:00,1803324.33,2145482.3400000003
458,2019-01-20 01:00:00,1716851.58,2152493.87
459,2019-01-20 02:00:00,1665995.33,2150799.16
460,2019-01-20 03:00:00,1643215.94,2127027.42
461,2019-01-20 04:00:00,1643745.2200000002,2159421.47
462,2019-01-20 05:00:00,1671914.96,2184412.02
463,2019-01-20 06:00:00,1737902.6099999999,2200021.22
464,2019-01-20 07:00:00,1850215.31,2209801.87
465,2019-01-20 08:00:00,1979701.42,2205136.5799999996
466,2019-01-20 09:00:00,2060338.7900000003,2216326.7
467,2019-01-20 10:00:00,2094492.79,2209377.37
468,2019-01-20 11:00:00,2111413.58,2219159.13
469,2019-01-20 12:00:00,2128101.37,2230490.49
470,2019-01-20 13:00:00,2135834.73,2235395.97
471,2019-01-20 14:00:00,2145925.4099999997,2210309.56
472,2019-01-20 15:00:00,2182179.95,2235212.6100000003
473,2019-01-20 16:00:00,2273105.73,2238880.0
474,2019-01-20 17:00:00,2463762.68,2237770.02
475,2019-01-20 18:00:00,2619681.83,2277242.93
476,2019-01-20 19:00:00,2609402.8899999997,2275808.67
477,2019-01-20 20:00:00,2560219.6100000003,2255770.02
478,2019-01-20 21:00:00,2451602.11,2250641.02
479,2019-01-20 22:00:00,2298054.69,2232435.73
480,2019-01-20 23:00:00,2114002.65,2220671.13
481,2019-01-21 00:00:00,1972514.8499999999,2205870.33
482,2019-01-21 01:00:00,1887187.47,2210388.8
483,2019-01-21 02:00:00,1837442.06,2212430.02
484,2019-01-21 03:00:00,1814902.75,2245363.6999999997
485,2019-01-21 04:00:00,1828768.6,2282344.44
486,2019-01-21 05:00:00,1891204.3300000003,2360164.02
487,2019-01-21 06:00:00,1980782.49,2480763.05
488,2019-01-21 07:00:00,2063351.6500000001,2553810.05
489,2019-01-21 08:00:00,2105801.8200000003,2529483.16
